VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV
120_2019_07_04,Yeast - BRD,4/07/2019 17:31,50,39,100,2078.95,65,-80,120,47.57,1.23,32.46,9094.68,50.86,55.05,64.66,64.95,35.89,104.16,1968.87,46.72,26.11,80,1616.08,0,36.06,0.9,119.91,70.08,52.53,69,-77.74
120_2019_07_04,Yeast - BRD,4/07/2019 17:31,50,39,100,2078.95,65,-80,120,47.57,1.23,32.46,9094.68,50.86,55.05,64.66,64.95,35.89,104.16,1968.87,46.72,26.11,80,1616.08,0,36.06,0.9,119.91,70.08,52.53,69,-77.74
120_2019_07_04,Yeast - BRD,4/07/2019 17:31,50,39,100,2078.95,65,-80,120,47.57,1.23,32.46,9094.68,50.86,55.05,64.66,64.95,35.89,104.16,1968.87,46.72,26.11,80,1616.08,0,36.06,0.9,119.91,70.08,52.53,69,-77.74
120_2019_07_04,Yeast - BRD,4/07/2019 17:31,50,39,100,2078.95,65,-80,120,47.57,1.23,32.46,9094.68,50.86,55.05,64.66,64.95,35.89,104.16,1968.87,46.72,26.11,80,1616.08,0,36.06,0.9,119.91,70.08,52.53,69,-77.74
120_2019_07_04,Yeast - BRD,4/07/2019 17:31,50,39,100,2078.95,65,-80,120,47.57,1.23,32.46,9094.68,50.86,55.05,64.66,64.95,35.89,104.16,1968.87,46.72,26.11,80,1616.08,0,36.06,0.9,119.91,70.08,52.53,69,-77.74
120_2019_07_04,Yeast - BRD,4/07/2019 17:31,50,39,100,2078.95,65,-80,120,47.57,1.23,32.46,9094.68,50.86,55.05,64.66,64.95,35.89,104.16,1968.87,46.72,26.11,80,1616.08,0,36.06,0.9,119.91,70.08,52.53,69,-77.74
120_2019_07_04,Yeast - BRD,4/07/2019 17:31,50,39,100,2078.95,65,-80,120,47.57,1.23,32.46,9094.68,50.86,55.05,64.66,64.95,35.89,104.16,1968.87,46.72,26.11,80,1616.08,0,36.06,0.9,119.91,70.08,52.53,69,-77.74
120_2019_07_04,Yeast - BRD,4/07/2019 17:41,50,39,110,2078.95,65,-80,120,46.31,1.23,36.04,9088.2,57.32,55.05,64.66,64.95,36.34,104.16,1929.96,46.43,26.28,80,2442.93,0,42.15,0.9,120.23,65.85,56.16,67,-79.13
120_2019_07_04,Yeast - BRD,4/07/2019 17:47,50,39,110,2078.95,65,-80,120,45.96,1.22,36.04,9324.9,46.47,55.05,64.66,64.95,36.94,110.12,2032.43,46.43,26.52,80,2378.73,0,46.79,0.9,119.91,65.85,57.64,67,-79.85
120_2019_07_04,Yeast - BRD,4/07/2019 17:53,50,39,110,2078.95,51,-80,120,45.33,1.22,36.04,9324.9,46.5,55.05,64.66,64.95,37.23,109.44,2071.34,47.1,26.45,80,2359.27,0,46.79,0.9,119.91,65.85,56.97,67,-79.85
120_2019_07_04,Yeast - BRD,4/07/2019 17:54,50,39,110,2078.95,51,-74.2,120,45.09,1.22,36.04,9299.61,48.45,55.05,64.66,64.95,37.23,109.44,2032.43,47.1,26.45,80,1738,0,46.79,0.9,119.91,65.85,56.97,67,-79.85
120_2019_07_04,Yeast - BRD,4/07/2019 17:54,50,39,115,2078.95,51,-74.2,120,45.09,1.22,36.04,9286.64,48.45,55.05,64.66,64.95,37.31,109.8,2020.1,47.1,26.45,80,2372.24,0,46.79,0.9,120.23,65.47,56.88,68,-78.1
120_2019_07_04,Yeast - BRD,4/07/2019 17:56,50,39,115,2078.95,51,-79.99,120,45.06,1.22,37.53,9311.93,57.36,55.05,64.66,64.95,37.9,115.43,2083.66,47.94,26.28,80,2359.27,0,46.79,0.9,119.91,66.14,56.83,68,-79.13
120_2019_07_04,Yeast - BRD,4/07/2019 18:05,50,39,115,2078.95,55,-79.99,120,43.96,1.22,37.53,9293.13,48.61,55.05,64.66,64.95,40.97,115.43,2205.58,48.77,26.38,80,2083.66,0,50.57,0.9,120.23,64.85,53.53,68,-79.85
120_2019_07_04,Yeast - BRD,4/07/2019 18:08,50,39,105,2078.95,55,-79.99,120,44.12,1.22,37.53,9293.13,51.08,55.05,64.66,63.09,41.34,114.72,2013.62,48.77,26.82,80,1974.71,0,49.11,0.9,119.91,64.85,50.01,67,-79.49
7_2019_07_16,Yeast - BRN,16/07/2019 21:47,50,39,120,2415.38,65,-75,130,39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 21:47,50,39,120,2415.38,65,-75,130,39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 21:47,50,39,120,2415.38,65,-75,130,39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 21:47,50,39,120,2415.38,65,-75,130,39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 21:47,50,39,120,2415.38,65,-75,130,39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 21:47,50,39,120,2415.38,65,-75,130,39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 21:47,50,39,120,2415.38,65,-75,130,39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 22:02,50,39,117,2415.38,65,-75,130,38.22,1.22,49.49,9420.88,57.68,47.91,66.65,60.53,47.61,120,1769.78,47.65,41.32,80,1718.55,0,62.53,1.16,130.16,66.65,52.95,76,-73.86
7_2019_07_16,Yeast - BRN,16/07/2019 22:07,50,39,116,2415.38,65,-75,130,38.05,1.22,49.49,9427.37,47.94,47.91,66.65,60.53,47.61,116.83,1750.97,47.49,39.54,80,1731.52,0,62.53,1.16,130.16,66.65,55.99,76,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 22:07,50,39,115,2415.38,65,-75,130,38.04,1.22,49.49,9402.08,55.98,47.91,66.65,60.53,47.61,116.47,1648.51,47.43,39.5,80,2430.61,0,62.53,1.16,130.16,66.65,56.37,76,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 22:14,50,39,114,2415.38,65,-75,130,37.07,1.22,49.49,9420.88,57.65,47.91,66.65,60.53,47.24,115.08,1712.71,46.56,37.22,80,1648.51,0,62.53,1.16,130.16,66.65,64.36,76,-74.57
7_2019_07_16,Yeast - BRN,16/07/2019 22:54,50,39,114,2415.38,63,-75,130,35.43,1.22,44.4,9427.37,46.34,47.17,65.78,60.53,44.63,120.36,1712.71,46.05,31.56,80,1616.08,0,57.38,1.16,129.83,66.65,84.22,75,-73.18
7_2019_07_16,Yeast - BRN,16/07/2019 23:03,50,39,123,2415.38,63,-75,130,36.55,1.22,44.4,9382.62,56.52,47.17,65.78,61.68,45.23,121.07,1680.29,46.08,30.35,80,1610.25,0,57.38,1.16,129.83,66.65,84.05,75,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 23:10,50,39,123,2415.38,55,-75,130,36.57,1.22,44.4,9376.13,53.42,47.17,65.78,61.68,45.6,123.21,1673.8,46.08,30.66,80,2160.83,0,57.38,1.16,129.83,66.65,83.91,74,-73.86
7_2019_07_16,Yeast - BRN,16/07/2019 23:10,50,39,123,2415.38,65,-75,130,36.54,1.22,44.4,9414.4,46.72,47.17,65.78,61.68,45.6,122.85,1654.99,46.08,30.42,80,2116.08,0,57.38,1.16,129.83,66.65,83.93,74,-73.86
7_2019_07_16,Yeast - BRN,16/07/2019 23:14,50,39,123,2415.38,65,-75,120,36.95,1.22,44.4,9414.4,57.65,47.17,65.78,61.68,45.75,125.31,1667.32,46.3,30.45,80,2090.14,0,55.28,1.16,130.16,66.65,83.89,74,-73.5
7_2019_07_16,Yeast - BRN,16/07/2019 23:16,50,39,127,2415.38,65,-75,120,37.08,1.22,44.4,9389.11,56.72,47.17,65.78,61.68,45.75,124.96,1667.32,44.38,31.87,80,2051.88,0,55.28,1.16,120.23,66.65,83.87,74,-73.5
7_2019_07_16,Yeast - BRN,16/07/2019 23:30,50,39,135,2415.38,65,-75,120,38.25,1.22,44.4,9414.4,45.73,47.17,65.78,61.68,45.82,132.02,1661.48,45.86,30.59,80,1551.88,0,56.72,1.16,119.91,66.65,83.84,74,-73.5
7_2019_07_16,Yeast - BRN,16/07/2019 23:39,50,39,145,2415.38,65,-75,120,38.65,1.22,44.4,9395.59,49.48,47.17,65.78,61.68,45.97,134.84,1648.51,45.86,30.15,80,1558.37,0,56.72,1.16,119.91,66.65,82.82,74,-74.21
7_2019_07_16,Yeast - BRN,16/07/2019 23:44,50,39,145,2415.38,65,-78.19,120,39.16,1.22,44.4,9395.59,57.39,47.17,65.78,61.68,46.12,145.04,1667.32,45.66,30.32,80,1603.76,0,56.72,1.16,119.91,66.65,79.38,74,-73.86
7_2019_07_16,Yeast - BRN,16/07/2019 23:44,50,39,145,2415.38,65,-78.64,120,39.04,1.22,44.4,9395.59,57.39,47.17,65.78,61.68,46.12,145.04,1654.99,47.14,29.98,80,1564.85,0,56.72,1.16,119.91,66.65,79.21,74,-73.86
7_2019_07_16,Yeast - BRN,16/07/2019 23:44,50,39,145,2415.38,55,-78.64,120,39.04,1.22,44.4,9420.88,55.92,47.17,65.78,61.68,46.12,145.04,1654.99,47.14,29.98,80,1603.76,0,56.72,1.16,119.91,66.36,79.38,74,-73.86
7_2019_07_16,Yeast - BRN,16/07/2019 23:44,50,39,145,2415.38,65,-74.3,120,39.04,1.22,44.4,9420.88,55.92,47.17,65.78,61.68,46.12,145.04,1654.99,47.14,29.98,80,1603.76,0,56.72,1.16,119.91,66.36,79.38,74,-73.86
7_2019_07_16,Yeast - BRN,16/07/2019 23:48,50,39,15,2415.38,55,-74.3,120,39.72,1.22,44.4,9407.91,46.59,47.17,65.78,61.68,46.42,145.04,1661.48,46.08,30.32,80,1584.31,0,55.49,1.16,119.91,66.11,75.28,74,-73.5
7_2019_07_16,Yeast - BRN,16/07/2019 23:48,50,39,150,2415.38,55,-74.3,120,39.84,1.22,44.4,9402.08,46.59,47.17,65.78,61.68,46.34,102.02,1661.48,46.08,30.42,80,1571.34,0,55.49,1.16,119.91,66.11,75.41,74,-73.5
7_2019_07_16,Yeast - BRN,16/07/2019 23:53,50,39,150,2415.38,55,-69.67,120,40.03,1.22,44.4,9414.4,46.43,47.17,67.03,61.68,46.57,149.28,1629.05,45.06,31.16,80,1532.43,0,55.49,1.16,119.91,66.11,70.01,76,-71.39
7_2019_07_16,Yeast - BRN,16/07/2019 23:54,50,39,150,2415.38,55,-68.61,120,40.33,1.22,44.4,9395.59,45.79,47.17,67.03,61.68,46.64,149.96,1590.79,45.12,31.56,80,1538.91,0,56.36,1.16,119.91,66.11,69.44,76,-71.04
7_2019_07_16,Yeast - BRN,16/07/2019 23:54,50,39,150,2415.38,55,-69.49,120,40.33,1.22,44.4,9395.59,45.79,47.17,67.03,61.68,46.64,149.96,1590.79,45.12,31.56,80,1538.91,0,56.36,1.16,119.91,66.11,69.44,76,-71.04
7_2019_07_16,Yeast - BRN,16/07/2019 23:54,50,39,150,2415.38,57,-68.61,120,40.33,1.22,44.4,9395.59,45.79,47.17,67.03,61.68,46.64,149.96,1590.79,45.12,31.56,80,1538.91,0,56.36,1.16,119.91,66.11,69.44,76,-71.04
7_2019_07_16,Yeast - BRN,17/07/2019 0:02,50,39,150,2415.38,57,-69.5,120,40.64,1.22,44.4,9395.59,57.32,47.17,67.03,61.68,47.09,150.32,1693.26,46.08,31.63,80,1629.05,0,57.02,1.16,119.91,68.41,58.79,77,-70.36
7_2019_07_16,Yeast - BRN,17/07/2019 0:09,50,39,150,2415.38,57,-67.43,120,41.28,1.22,47.39,9407.91,57.42,47.17,67.03,61.68,47.91,150.67,1603.76,45.41,32.47,80,1039.56,0,57.02,1.16,119.91,68.41,47.3,78,-68.93
7_2019_07_16,Yeast - BRN,17/07/2019 0:09,50,39,150,2415.38,57,-67.24,120,41.26,1.22,47.39,9433.85,57.42,47.17,67.03,61.68,47.91,149.6,1629.05,45.41,32.94,80,1474.71,0,57.02,1.16,119.91,68.41,46.62,78,-68.58
7_2019_07_16,Yeast - BRN,17/07/2019 0:09,50,39,150,2415.38,59,-67.24,120,41.26,1.22,47.39,9395.59,57.42,47.17,67.03,61.68,47.91,149.6,1622.57,45.41,32.94,80,1474.71,0,57.02,1.16,119.91,68.41,46.56,78,-67.86
7_2019_07_16,Yeast - BRN,17/07/2019 0:09,50,39,150,2415.38,57,-68.13,120,41.26,1.22,47.39,9395.59,57.42,47.17,67.03,61.68,47.91,149.6,1622.57,45.41,32.94,80,1474.71,0,57.02,1.16,119.91,68.41,46.56,78,-67.86
7_2019_07_16,Yeast - BRN,17/07/2019 0:10,50,39,150,2415.38,59,-68.65,120,40.92,1.22,47.39,9446.82,57.49,47.17,67.03,61.68,48.06,149.96,1616.08,45.15,32.17,80,1026.59,0,58.1,1.16,119.91,68.41,44.78,78,-68.93
7_2019_07_16,Yeast - BRN,17/07/2019 0:10,50,39,150,2415.38,61,-68.65,120,40.92,1.22,47.39,9446.82,57.49,47.17,67.03,61.68,48.06,149.96,1616.08,45.15,32.97,80,1026.59,0,58.1,1.16,119.91,68.41,44.78,78,-68.93
7_2019_07_16,Yeast - BRN,17/07/2019 0:10,50,39,150,2415.38,59,-69.56,120,40.92,1.22,47.39,9446.82,57.49,47.17,67.03,61.68,48.06,149.96,1616.08,45.15,32.97,80,1026.59,0,58.1,1.16,119.91,68.41,44.78,78,-68.93
7_2019_07_16,Yeast - BRN,17/07/2019 0:14,50,39,150,2415.38,61,-77.3,120,41.77,1.22,47.39,9427.37,46.56,47.17,67.03,61.68,48.74,149.96,1571.34,45.82,31.8,80,1020.1,0,58.39,1.16,119.91,68.92,35.66,77,-73.18
7_2019_07_16,Yeast - BRN,17/07/2019 0:16,50,39,150,2415.38,61,-81.39,120,41.95,1.22,47.39,9382.62,45.99,47.17,67.03,61.68,48.97,150.32,1577.82,44.99,32.77,80,1071.34,0,58.39,1.16,119.91,68.92,32.35,76,-75.28
7_2019_07_16,Yeast - BRN,17/07/2019 0:17,50,39,150,2415.38,61,-75,120,41.58,1.22,47.39,9407.91,57.55,47.17,67.03,61.68,49.03,150.67,1512.97,38.3,17.7,0,1160.83,0,58.39,1.16,8.4,62.74,30.92,76,-56.24
7_2019_07_16,Yeast - BRN,17/07/2019 0:21,50,39,150,2415.38,64,-75,120,40.34,1.22,47.39,9407.91,57.29,47.17,67.03,61.68,49.49,149.28,1507.13,18.5,46.3,80,1135.54,0,59.85,1.16,130.16,51.14,24.26,68,-73.86
7_2019_07_16,Yeast - BRN,17/07/2019 0:34,50,39,150.17,2415.38,64,-75,120,33.52,1.22,47.39,9407.91,47.17,47.17,67.03,61.68,50.9,150.32,1981.19,49.12,27.19,80,1917.64,0,45.34,1.16,119.91,75.53,16.86,83,-56.56
7_2019_07_16,Yeast - BRN,17/07/2019 0:34,50,39,150.17,2415.38,65,-75,120,33.26,1.22,47.39,9407.91,47.17,47.17,67.03,61.68,50.9,150.32,2411.15,49.12,27.19,80,1898.18,0,45.34,1.16,119.91,75.53,16.02,83,-56.56
7_2019_07_16,Yeast - BRN,17/07/2019 0:35,50,39,142.51,2415.38,65,-75,120,32.86,1.22,47.39,9389.11,56.24,47.17,67.03,61.68,50.98,143.97,2128.4,53.1,26.58,80,2147.86,0,37.51,1.16,119.58,75.53,11.97,81,-56.56
7_2019_07_16,Yeast - BRN,17/07/2019 0:36,50,39,139.55,2415.38,65,-75,120,32.49,1.22,47.39,9440.34,46.14,47.17,67.03,61.68,51.05,142.22,2122.57,50.63,26.69,80,2025.94,0,35.41,1.16,120.23,75.53,16.91,81,-56.91
7_2019_07_16,Yeast - BRN,17/07/2019 0:37,50,39,131.45,2415.38,65,-75,120,31.88,1.22,47.39,9407.91,56.97,48.16,67.03,61.68,51.13,133.05,2038.91,51.17,25.91,80,955.9,0,28.68,1.16,119.58,75.53,13.83,80,-56.56
7_2019_07_16,Yeast - BRN,17/07/2019 0:38,50,39,127.9,2415.38,65,-75,120,31.08,1.22,47.39,9407.91,50.25,48.16,69.85,61.68,51.2,131.31,2385.21,54.19,25.74,80,2327.5,0,26.79,1.16,120.23,75.53,14.45,80,-56.24
7_2019_07_16,Yeast - BRN,17/07/2019 0:38,50,39,127.9,2415.38,65,-82.18,120,30.58,1.22,51.28,9402.08,55.56,48.16,69.85,61.68,51.28,126.03,2481.84,54.38,25.95,80,1033.07,0,22.81,1.16,119.91,75.53,11.96,80,-56.91
7_2019_07_16,Yeast - BRN,17/07/2019 0:39,50,39,127.9,2415.38,65,-89,120,30.9,1.22,51.28,9427.37,55.56,48.16,69.85,61.68,51.28,124.6,3987.03,54.38,26.05,80,1051.88,0,22.81,1.16,119.91,74.92,16.86,80,-56.91
7_2019_07_16,Yeast - BRN,17/07/2019 0:39,50,39,122.13,2415.38,65,-89,120,30.58,1.22,51.28,9407.91,55.56,48.16,69.85,61.68,51.28,123.92,2533.07,54.64,26.05,80,2404.67,0,22.81,1.16,119.91,74.92,16.24,80,-62.58
7_2019_07_16,Yeast - BRN,17/07/2019 0:39,50,39,120.53,2415.38,65,-89,120,30.95,1.22,51.28,9414.4,45.82,48.16,69.85,61.68,51.35,122.5,2629.05,51.82,26.38,80,2256.81,0,22.81,1.16,119.91,67.83,15.22,80,-56.91
7_2019_07_16,Yeast - BRN,17/07/2019 0:40,50,39,120.53,2415.38,65,-62,120,30.31,1.22,51.28,9389.11,54.38,48.16,69.85,61.68,51.35,118.57,1853.44,54.41,25.84,80,2333.33,0,17.87,1.16,121.53,53.9,12.95,82,-37.19
7_2019_07_16,Yeast - BRN,17/07/2019 0:40,50,39,120.53,2415.38,65,-89,120,29.81,1.22,51.28,9420.88,54.38,48.16,69.85,61.68,51.35,117.18,1680.29,54.41,25.84,80,2276.26,0,17.87,1.16,121.53,69.6,12.45,82,-36.15
7_2019_07_16,Yeast - BRN,17/07/2019 0:42,50,39,105.87,2415.38,65,-89,120,29.17,1.22,51.28,9407.91,58.03,48.16,69.85,61.68,51.28,107.66,1333.98,46.11,25.41,80,1391.7,0,11.86,1.16,119.91,80.91,16.33,85,-44.25
7_2019_07_16,Yeast - BRN,17/07/2019 0:42,50,39,103.45,2415.38,65,-89,120,29.18,1.22,51.28,9402.08,44.9,48.16,69.85,61.68,51.28,105.55,1263.29,45.31,25.41,80,1346.95,0,12.36,1.16,119.91,80.4,16.08,85,-47.07
7_2019_07_16,Yeast - BRN,17/07/2019 0:43,50,39,101.41,2415.38,65,-89,120,28.87,1.22,51.28,9402.08,47.87,48.16,69.85,61.68,51.13,103.09,1295.72,43.26,25.27,80,1449.42,0,12.36,1.16,119.91,80.4,15.91,85,-49.89
7_2019_07_16,Yeast - BRN,17/07/2019 0:43,50,39,101.41,2415.38,65,-54.36,120,28.25,1.22,51.28,9407.91,58.13,48.16,69.85,61.68,50.98,102.38,1212.06,40.41,25.27,80,1487.68,0,14.69,1.16,119.91,76.81,15.98,84,-40.36
7_2019_07_16,Yeast - BRN,17/07/2019 0:43,50,39,99.55,2415.38,65,-54.36,120,28.55,1.22,51.28,9420.88,58.13,48.16,69.85,61.68,50.98,102.38,1231.52,40.41,25.27,80,1494.16,0,14.69,1.16,119.91,74.6,16.41,85,-39.65
7_2019_07_16,Yeast - BRN,17/07/2019 0:43,50,39,98.73,2415.38,65,-54.36,120,28.44,1.22,51.28,9402.08,58.13,48.16,69.85,61.68,50.98,100.99,1193.26,40.41,25.34,80,1525.94,0,14.69,1.16,120.88,75.85,16.13,85,-38.97
7_2019_07_16,Yeast - BRN,17/07/2019 0:43,50,39,98.73,2415.38,65,-65.57,120,28.72,1.22,51.28,9395.59,58.13,48.16,69.85,61.68,50.9,101.35,1199.74,40.41,25.38,80,1532.43,0,14.69,1.16,120.88,78.73,16.45,85,-37.9
7_2019_07_16,Yeast - BRN,17/07/2019 0:43,50,39,98.73,2415.38,65,-45.22,120,28.66,1.22,51.28,9427.37,58.13,48.16,69.85,61.68,50.9,100.28,1180.29,40.41,25.38,80,955.9,0,14.69,1.16,120.88,78.73,16.53,85,-37.9
7_2019_07_16,Yeast - BRN,17/07/2019 0:44,50,39,97.08,2415.38,65,-45.22,120,28.17,1.22,51.28,9433.85,45.5,48.16,69.85,61.68,50.82,98.85,1308.04,42.62,25.38,80,1051.88,0,15.55,1.16,120.56,81.26,15.91,85,-39.65
7_2019_07_16,Yeast - BRN,17/07/2019 0:44,50,39,94.94,2415.38,65,-45.22,120,27.94,1.22,51.28,9407.91,52.71,48.16,69.85,61.68,50.82,96.39,1282.75,42.62,25.71,80,1590.79,0,15.55,1.16,119.91,81.26,16.14,85,-39.65
7_2019_07_16,Yeast - BRN,17/07/2019 0:45,50,39,94.94,2415.38,65,-89,120,27.65,1.22,51.28,9427.37,58.06,48.16,69.85,61.68,50.61,94.64,1244.49,42.62,25.74,80,1718.55,0,18.74,1.16,119.91,81.26,16.71,86,-39.65
7_2019_07_16,Yeast - BRN,17/07/2019 0:45,50,39,92.22,2415.38,65,-89,120,27.5,1.22,51.28,9433.85,58.06,48.16,69.85,61.68,50.61,94.64,1244.49,42.62,25.74,80,949.42,0,18.74,1.16,119.91,81.26,16.71,86,-39.65
7_2019_07_16,Yeast - BRN,17/07/2019 0:46,50,39,88.98,2415.38,65,-89,120,27.35,1.22,51.28,9407.91,45.7,48.16,69.85,61.68,50.38,90.4,1218.55,41.24,25.91,80,885.86,0,18.74,1.16,120.23,81.26,17.47,87,-39.33
7_2019_07_16,Yeast - BRN,17/07/2019 0:46,50,39,88.13,2415.38,65,-89,120,27.31,1.22,51.28,9433.85,45.7,48.16,69.85,61.68,50.3,89.72,1263.29,41.24,26.35,80,892.35,0,18.74,1.16,120.23,81.26,17.62,87,-40.01
7_2019_07_16,Yeast - BRN,17/07/2019 0:47,50,39,86.41,2415.38,65,-89,120,27.13,1.22,50.08,9402.08,57.07,48.16,69.85,61.68,50.01,87.93,1238,41.24,26.18,80,924.12,0,22.59,1.16,119.91,81.26,18.65,88,-41.79
7_2019_07_16,Yeast - BRN,17/07/2019 0:47,50,39,84.26,2415.38,65,-89,120,26.43,1.22,50.08,9402.08,44.77,48.16,69.85,61.68,49.86,86.9,1269.78,41.24,26.18,80,1923.48,0,22.59,1.16,119.91,80.53,18.71,87,-44.61
7_2019_07_16,Yeast - BRN,17/07/2019 0:48,50,39,82.18,2415.38,65,-89,120,25.89,1.22,50.08,9420.88,57.26,48.16,69.85,61.68,49.49,83.01,1289.23,41.24,27.86,80,1955.9,0,22.59,1.16,119.91,80.53,19.67,87,-51.63
7_2019_07_16,Yeast - BRN,17/07/2019 0:48,50,39,81.49,2415.38,65,-89,120,25.77,1.22,50.08,9395.59,57.26,48.16,69.85,61.68,49.26,83.01,1308.04,41.24,28.06,80,1968.87,0,22.59,1.16,119.91,80.53,19.81,87,-51.63
7_2019_07_16,Yeast - BRN,17/07/2019 0:49,50,39,81.22,2415.38,65,-89,120,25.96,1.22,50.08,9395.59,44.83,48.16,69.85,61.68,49.26,82.3,1321.01,41.24,28.74,80,981.84,0,31.57,1.16,119.91,80.53,19.99,87,-54.45
7_2019_07_16,Yeast - BRN,17/07/2019 0:49,50,39,79.59,2415.38,65,-89,120,24.85,1.22,50.08,9427.37,49.83,42.27,69.85,61.68,48.81,80.55,1346.95,41.24,29.58,80,1000.65,0,31.57,1.16,119.58,80.53,21.28,86,-58.7
7_2019_07_16,Yeast - BRN,17/07/2019 0:50,50,39,78.34,2415.38,65,-89,120,25.11,1.22,50.08,9427.37,57.29,42.27,69.85,61.68,48.66,79.48,1398.18,41.24,30.19,80,2064.85,0,31.57,1.16,119.91,80.53,21.57,86,-61.55
7_2019_07_16,Yeast - BRN,17/07/2019 0:50,50,39,77.77,2415.38,65,-89,120,24.98,1.22,50.08,9395.59,57.29,42.27,69.85,61.68,48.51,79.12,1429.96,41.24,31.39,80,1007.13,0,40.99,1.16,119.91,80.53,21.55,84,-61.91
7_2019_07_16,Yeast - BRN,17/07/2019 0:51,50,39,76.38,2415.38,65,-89,120,24.58,1.22,50.08,9427.37,49.06,42.27,63.19,61.68,48.21,77.73,1398.18,41.24,32.54,80,2122.57,0,40.99,1.16,119.91,72.1,22.53,84,-65.4
7_2019_07_16,Yeast - BRN,17/07/2019 0:51,50,39,76.55,2415.38,65,-89,120,24.35,1.22,50.08,9389.11,58.35,42.27,63.19,61.68,47.98,77.02,1416.99,41.53,33.31,80,988.33,0,40.99,1.16,119.91,72.1,22.79,84,-66.12
7_2019_07_16,Yeast - BRN,17/07/2019 0:52,50,39,76.04,2415.38,65,-89,120,23.97,1.22,50.08,9407.91,58.35,42.27,63.19,61.68,47.91,76.66,1449.42,41.53,33.21,80,2160.83,0,40.99,1.16,119.91,72.1,22.99,84,-67.19
7_2019_07_16,Yeast - BRN,17/07/2019 0:52,50,39,74.03,2415.38,65,-89,120,23.56,1.22,50.08,9433.85,45.66,42.27,63.19,61.68,47.61,75.59,1481.19,41.14,35.77,80,988.33,0,40.99,1.16,119.91,72.1,24.05,82,-70
7_2019_07_16,Yeast - BRN,17/07/2019 0:53,50,39,74.43,2415.38,65,-89,120,23.34,1.22,50.08,9414.4,45.66,42.27,63.19,61.68,47.54,75.59,1461.74,41.14,34.76,80,994.81,0,40.99,1.16,119.91,72.1,23.98,81,-70
7_2019_07_16,Yeast - BRN,17/07/2019 0:53,50,39,72.89,2415.38,65,-89,120,23.4,1.22,50.08,9395.59,58.38,42.27,63.19,61.68,47.24,74.17,1500.65,41.21,37.45,80,955.9,0,53.17,1.16,119.91,72.1,24.68,80,-71.75
7_2019_07_16,Yeast - BRN,17/07/2019 0:53,50,39,72.49,2415.38,65,-89,120,23.09,1.22,50.08,9376.13,58.38,42.27,63.19,61.68,47.24,74.52,1500.65,41.21,38.19,80,917.64,0,53.17,1.16,119.91,72.1,24.69,80,-72.11
7_2019_07_16,Yeast - BRN,17/07/2019 0:55,50,39,115,2415.38,65,-89,120,22.41,1.22,46.19,9433.85,58.06,42.27,63.19,61.68,45.9,72.42,1597.28,40.89,46.46,80,924.12,0,58.39,1.16,119.91,69.66,27.02,78,-76.67
