VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV
97_2019_07_01,Yeast - FMX,1/07/2019 7:59,50,41.09,105,2609.3,69,-64.92,120,22.2,0.79,50.61,10202.98,57.49,54.25,61.56,61.72,51.15,105.2,1661.48,45.34,27.73,80,3416.99,0,68.87,0.89,119.91,71.46,82.93,80,-64.72
97_2019_07_01,Yeast - FMX,1/07/2019 7:59,50,41.09,105,2609.3,69,-64.92,120,22.2,0.79,50.61,10202.98,57.49,54.25,61.56,61.72,51.15,105.2,1661.48,45.34,27.73,80,3416.99,0,68.87,0.89,119.91,71.46,82.93,80,-64.72
97_2019_07_01,Yeast - FMX,1/07/2019 7:59,50,41.09,105,2609.3,69,-64.92,120,22.2,0.79,50.61,10202.98,57.49,54.25,61.56,61.72,51.15,105.2,1661.48,45.34,27.73,80,3416.99,0,68.87,0.89,119.91,71.46,82.93,80,-64.72
97_2019_07_01,Yeast - FMX,1/07/2019 7:59,50,41.09,105,2609.3,69,-64.92,120,22.2,0.79,50.61,10202.98,57.49,54.25,61.56,61.72,51.15,105.2,1661.48,45.34,27.73,80,3416.99,0,68.87,0.89,119.91,71.46,82.93,80,-64.72
97_2019_07_01,Yeast - FMX,1/07/2019 7:59,50,41.09,105,2609.3,69,-64.92,120,22.2,0.79,50.61,10202.98,57.49,54.25,61.56,61.72,51.15,105.2,1661.48,45.34,27.73,80,3416.99,0,68.87,0.89,119.91,71.46,82.93,80,-64.72
97_2019_07_01,Yeast - FMX,1/07/2019 7:59,50,41.09,105,2609.3,69,-64.92,120,22.2,0.79,50.61,10202.98,57.49,54.25,61.56,61.72,51.15,105.2,1661.48,45.34,27.73,80,3416.99,0,68.87,0.89,119.91,71.46,82.93,80,-64.72
97_2019_07_01,Yeast - FMX,1/07/2019 7:59,50,41.09,105,2609.3,69,-64.92,120,22.2,0.79,50.61,10202.98,57.49,54.25,61.56,61.72,51.15,105.2,1661.48,45.34,27.73,80,3416.99,0,68.87,0.89,119.91,71.46,82.93,80,-64.72
97_2019_07_01,Yeast - FMX,1/07/2019 8:02,50,41.09,105,2609.3,69,-63.62,120,22.31,0.79,50.61,10202.98,47.39,54.25,61.56,61.72,51.37,105.91,1635.54,45.34,27.83,80,3455.9,0,68.87,0.89,119.91,71.46,82.86,81,-64.01
97_2019_07_01,Yeast - FMX,1/07/2019 8:13,50,41.09,105,2609.3,69,-58.44,120,22.2,0.79,50.61,10190.01,46.75,54.25,61.56,61.72,51.77,105.2,1590.79,45.34,27.59,80,3269.78,0,69.62,0.89,119.91,71.71,82.69,83,-59.77
97_2019_07_01,Yeast - FMX,1/07/2019 8:33,50,41.09,105,2609.3,69,-54.88,120,21.94,1.29,50.61,10209.47,57.07,54.25,61.56,61.72,52.69,103.45,1551.88,45.34,27.73,80,3865.76,0,69.62,0.89,119.91,74.53,82.49,85,-56.24
97_2019_07_01,Yeast - FMX,1/07/2019 8:44,50,41.09,105,2609.3,69,-51.05,120,22.13,1.29,50.61,10202.98,57.2,54.25,61.56,61.72,53.46,104.84,1512.97,45.34,27.66,80,3096.63,0,69.62,0.89,119.91,74.53,82.31,86,-52.7
97_2019_07_01,Yeast - FMX,1/07/2019 8:55,50,41.09,105,2609.3,69,-47.73,120,22.23,1.29,50.61,10202.98,51.56,54.25,61.56,61.72,53.85,104.84,1512.97,44.93,27.49,80,3878.08,0,69.62,0.89,119.91,74.53,82.19,88,-48.82
97_2019_07_01,Yeast - FMX,1/07/2019 9:04,50,41.09,12,2609.3,69,-47.73,120,22.04,1.29,53.7,10222.44,45.02,54.25,61.56,61.72,53.92,105.2,1507.13,44.93,27.46,80,1442.93,0,69.62,0.89,119.91,74.53,82.16,89,-47.43
97_2019_07_01,Yeast - FMX,1/07/2019 9:04,50,41.09,102,2609.3,69,-47.73,120,22.11,1.29,53.7,10215.95,57.97,54.25,61.56,61.72,53.85,70.99,1519.46,44.93,27.46,80,1455.9,0,69.62,0.89,119.91,74.53,82.16,89,-47.78
97_2019_07_01,Yeast - FMX,1/07/2019 9:04,50,41.09,102,2609.3,69,-46.71,120,22.55,1.29,53.7,10171.21,57.36,54.25,61.56,61.72,53.92,98.85,1507.13,45.22,27.42,80,1494.16,0,69.62,0.89,119.91,74.53,82.18,89,-47.78
97_2019_07_01,Yeast - FMX,1/07/2019 9:24,50,41.09,102,2609.3,69,-46.6,120,22.13,1.29,53.7,10215.95,58.51,54.25,61.56,61.72,54,102.02,1532.43,45.22,27.29,80,3621.92,0,69.1,0.89,119.91,77.68,82.13,89,-47.07
97_2019_07_01,Yeast - FMX,1/07/2019 9:33,50,41.09,102,2609.3,69,-43.25,120,23.08,1.29,54.08,10196.5,45.7,54.25,61.56,61.72,54,102.38,1512.97,45.44,27.12,80,3628.4,0,69.1,0.89,119.91,78.09,82.13,90,-44.25
98_2019_07_01,Yeast - FMX,1/07/2019 9:37,50,41.09,102,2609.3,69,-43.25,120,23.75,1.29,54.16,10196.5,47.84,54.25,61.56,61.72,54.08,102.02,1500.65,45.44,27.22,80,1487.68,0,69.1,1.21,119.91,78.09,82.09,90,-43.54
98_2019_07_01,Yeast - FMX,1/07/2019 9:37,50,41.09,102,2609.3,69,-43.25,120,23.75,1.29,54.16,10196.5,47.84,54.25,61.56,61.72,54.08,102.02,1500.65,45.44,27.22,80,1487.68,0,69.1,1.21,119.91,78.09,82.09,90,-43.54
98_2019_07_01,Yeast - FMX,1/07/2019 9:37,50,41.09,102,2609.3,69,-43.25,120,23.75,1.29,54.16,10196.5,47.84,54.25,61.56,61.72,54.08,102.02,1500.65,45.44,27.22,80,1487.68,0,69.1,1.21,119.91,78.09,82.09,90,-43.54
98_2019_07_01,Yeast - FMX,1/07/2019 9:37,50,41.09,102,2609.3,69,-43.25,120,23.75,1.29,54.16,10196.5,47.84,54.25,61.56,61.72,54.08,102.02,1500.65,45.44,27.22,80,1487.68,0,69.1,1.21,119.91,78.09,82.09,90,-43.54
98_2019_07_01,Yeast - FMX,1/07/2019 9:37,50,41.09,102,2609.3,69,-43.25,120,23.75,1.29,54.16,10196.5,47.84,54.25,61.56,61.72,54.08,102.02,1500.65,45.44,27.22,80,1487.68,0,69.1,1.21,119.91,78.09,82.09,90,-43.54
98_2019_07_01,Yeast - FMX,1/07/2019 9:37,50,41.09,102,2609.3,69,-43.25,120,23.75,1.29,54.16,10196.5,47.84,54.25,61.56,61.72,54.08,102.02,1500.65,45.44,27.22,80,1487.68,0,69.1,1.21,119.91,78.09,82.09,90,-43.54
98_2019_07_01,Yeast - FMX,1/07/2019 9:37,50,41.09,102,2609.3,69,-43.25,120,23.75,1.29,54.16,10196.5,47.84,54.25,61.56,61.72,54.08,102.02,1500.65,45.44,27.22,80,1487.68,0,69.1,1.21,119.91,78.09,82.09,90,-43.54
97_2019_07_01,Yeast - FMX,1/07/2019 9:41,50,41.09,102,2609.3,69,-42.23,120,23.62,1.29,54.16,10164.72,58.54,54.25,61.56,61.72,54,102.38,1494.16,45.44,27.56,80,1487.68,0,69.55,1.21,119.91,78.09,82.07,90,-43.18
97_2019_07_01,Yeast - FMX,1/07/2019 9:49,50,41.09,102,2609.3,69,-36.37,120,23.78,1.29,54.16,10164.72,45.12,54.25,61.56,61.72,54.39,101.67,1429.96,45.44,27.09,80,1449.42,0,69.55,1.21,119.91,78.09,82.07,91,-39.65
97_2019_07_01,Yeast - FMX,1/07/2019 10:13,50,41.09,99,2609.3,69,-36.37,120,24.69,1.29,54.16,10222.44,49.03,53.23,61.39,61.72,54.54,101.35,1385.21,45.44,27.26,80,3705.58,0,72.55,1.21,119.91,79.63,81.95,92,-39.65
97_2019_07_01,Yeast - FMX,1/07/2019 10:15,50,41.09,99,2609.3,73,-36.37,120,24.41,1.29,54.16,10202.98,56.3,53.23,61.39,61.72,54.62,98.53,1494.16,45.66,27.42,80,1538.91,0,71.95,1.21,119.91,79.63,81.96,92,-39.65
97_2019_07_01,Yeast - FMX,1/07/2019 10:15,50,41.09,99,2609.3,73,-37.85,120,24.75,1.29,54.16,10164.72,45.18,53.23,61.39,61.72,54.7,98.53,1487.68,45.66,27.32,80,3775.62,0,71.95,1.21,119.91,79.63,81.96,92,-39.65
98_2019_07_01,Yeast - FMX,1/07/2019 10:18,50,41.09,98,2609.3,73,-37.85,120,24.25,1.29,55.01,10222.44,58.29,53.23,61.39,61.72,55.08,99.21,1500.65,45.66,27.26,80,1532.43,0,71.95,1.21,120.23,79.63,81.92,92,-39.65
98_2019_07_01,Yeast - FMX,1/07/2019 10:20,50,41.09,98,2609.3,73,-48.89,120,24.52,1.29,55.01,10171.21,58.48,53.23,61.39,61.72,55.08,97.1,1507.13,45.66,27.29,80,1532.43,0,69.62,1.21,119.91,79.63,81.88,92,-40.01
98_2019_07_01,Yeast - FMX,1/07/2019 10:25,50,41.09,98,2609.3,73,-61.02,120,24.91,1.29,55.01,10177.04,45.82,53.23,61.39,61.72,55.16,97.1,1507.13,45.66,27.59,80,4045.4,0,70.15,1.21,119.91,79.15,81.79,91,-46.36
98_2019_07_01,Yeast - FMX,1/07/2019 10:26,50,41.09,98,2609.3,73,-62.05,120,24.43,1.29,55.01,10202.98,58.19,53.23,61.39,61.72,55.08,97.81,1519.46,45.66,27.83,80,4141.38,0,70.15,1.21,119.91,79.15,81.79,90,-48.1
98_2019_07_01,Yeast - FMX,1/07/2019 10:29,50,41.09,98,2609.3,73,-60.74,120,24.67,1.29,55.01,10183.53,50.82,53.23,61.39,61.72,55.01,98.85,1551.88,45.66,27.93,80,1507.13,0,70.15,1.21,119.91,77.55,81.83,89,-51.63
98_2019_07_01,Yeast - FMX,1/07/2019 10:33,50,41.09,98,2609.3,73,-53.82,120,25.1,1.29,55.01,10209.47,58.22,53.23,61.39,61.72,55.01,97.81,1558.37,45.66,28.13,80,3948.77,0,75.86,1.21,119.91,77.55,81.83,88,-53.06
98_2019_07_01,Yeast - FMX,1/07/2019 10:35,50,41.09,92,2609.3,73,-53.82,120,25.17,1.29,55.01,10222.44,50.6,53.23,61.39,61.72,55.01,98.17,1564.85,45.44,27.93,80,3910.51,0,75.86,1.21,119.91,77.55,81.83,88,-50.92
98_2019_07_01,Yeast - FMX,1/07/2019 10:36,50,41.09,92,2609.3,73,-48.72,120,24.88,1.29,55.01,10202.98,58.35,53.23,61.39,61.72,55.01,96.39,1564.85,45.44,27.8,80,3948.77,0,75.86,1.21,119.91,77.55,81.83,88,-50.6
98_2019_07_01,Yeast - FMX,1/07/2019 10:40,50,41.09,92,2609.3,73,-45.3,120,25.67,1.29,55.01,10247.73,57.55,53.23,61.39,61.72,54.93,91.82,1545.4,45.44,27.66,80,4116.08,0,75.86,1.21,119.91,77.55,81.85,89,-47.78
98_2019_07_01,Yeast - FMX,1/07/2019 10:46,50,41.09,92,2609.3,73,-45.82,120,26.06,1.29,54.54,10222.44,55.79,53.23,61.39,61.72,54.39,91.82,1564.85,45.44,27.73,80,4314.53,0,75.86,1.21,120.23,77.55,81.93,89,-46.71
98_2019_07_01,Yeast - FMX,1/07/2019 10:55,50,41.09,92,2609.3,73,-53.12,120,26.05,1.29,54.54,10196.5,57.26,53.23,61.39,61.72,53.92,91.82,1590.79,45.44,27.8,80,1597.28,0,71.65,1.21,119.91,77.58,82.11,88,-50.6
98_2019_07_01,Yeast - FMX,1/07/2019 11:00,50,41.09,92,2609.3,73,-53.37,120,26.11,1.29,54.54,10228.28,45.25,53.23,61.39,61.72,54,92.18,1564.85,45.73,27.86,80,4032.43,0,71.65,1.21,119.91,77.58,82.11,87,-51.99
98_2019_07_01,Yeast - FMX,1/07/2019 11:08,50,41.09,92,2609.3,73,-50.01,120,26.46,1.29,54.08,10202.98,57.9,53.23,61.39,61.72,54,91.82,1558.37,45.73,27.66,80,4141.38,0,73.75,1.21,119.91,77.58,82.06,88,-50.92
98_2019_07_01,Yeast - FMX,1/07/2019 11:34,50,41.09,92,2609.3,73,-52.31,120,27.22,1.29,53.7,10215.95,57.9,51.97,61.39,61.72,53.62,91.82,1571.34,45.73,27.59,80,3782.1,0,72.92,1.21,119.91,77.58,82.22,87,-51.99
98_2019_07_01,Yeast - FMX,1/07/2019 11:42,50,41.09,88,2609.3,73,-52.31,120,28.13,1.29,54,10177.04,56.88,51.97,61.39,61.72,53.92,91.11,1551.88,45.73,27.96,80,4160.83,0,72.92,1.21,119.91,77.58,82.1,87,-52.35
98_2019_07_01,Yeast - FMX,1/07/2019 11:42,50,41.09,90,2609.3,73,-52.31,120,27.98,1.29,54,10202.98,56.88,51.97,61.39,61.72,53.92,91.82,1558.37,45.73,27.49,80,1525.94,0,72.92,1.21,119.91,77.58,82.1,87,-52.35
98_2019_07_01,Yeast - FMX,1/07/2019 11:42,50,41.09,90,2609.3,73,-52.81,120,27.52,1.29,54,10164.72,46.27,51.97,61.39,61.72,53.92,89.72,1558.37,45.73,27.8,80,4250.32,0,72.92,1.21,119.91,77.58,82.13,87,-52.7
98_2019_07_01,Yeast - FMX,1/07/2019 11:52,50,41.09,90,2609.3,73,-50.77,120,28.01,1.29,53.54,10196.5,54.51,51.88,61.39,61.72,53.46,89.36,1538.91,45.73,27.53,80,4737.35,0,72.92,1.21,119.91,77.58,82.21,87,-51.63
98_2019_07_01,Yeast - FMX,1/07/2019 12:25,50,41.09,90,2609.3,73,-51.97,120,29.94,1.29,53.46,10183.53,57.97,51.88,61.39,61.72,53,89.72,1507.13,45.73,27.42,80,4218.55,0,72.92,1.21,119.91,76.71,82.28,88,-51.99
98_2019_07_01,Yeast - FMX,1/07/2019 12:42,50,41.09,90,2609.3,73,-52.21,120,30.9,1.29,53.46,10241.25,56.46,51.88,61.39,61.72,53.23,90.07,1519.46,45.73,27.8,80,1461.74,0,72.92,1.21,119.91,76.71,82.25,87,-52.35
99_2019_07_01,Yeast - FMX,1/07/2019 13:08,50,41.09,90,2609.3,73,-52.21,120,32.54,1.29,53.54,10202.98,52.62,51.88,61.39,61.72,53.46,90.4,1436.45,44.51,27.29,80,1404.67,0,72.92,1.21,119.91,76.97,82.23,89,-48.82
99_2019_07_01,Yeast - FMX,1/07/2019 13:08,50,41.09,90,2609.3,73,-52.21,120,32.54,1.29,53.54,10202.98,52.62,51.88,61.39,61.72,53.46,90.4,1436.45,44.51,27.29,80,1404.67,0,72.92,1.21,119.91,76.97,82.23,89,-48.82
99_2019_07_01,Yeast - FMX,1/07/2019 13:08,50,41.09,90,2609.3,73,-52.21,120,32.54,1.29,53.54,10202.98,52.62,51.88,61.39,61.72,53.46,90.4,1436.45,44.51,27.29,80,1404.67,0,72.92,1.21,119.91,76.97,82.23,89,-48.82
99_2019_07_01,Yeast - FMX,1/07/2019 13:08,50,41.09,90,2609.3,73,-52.21,120,32.54,1.29,53.54,10202.98,52.62,51.88,61.39,61.72,53.46,90.4,1436.45,44.51,27.29,80,1404.67,0,72.92,1.21,119.91,76.97,82.23,89,-48.82
99_2019_07_01,Yeast - FMX,1/07/2019 13:08,50,41.09,90,2609.3,73,-52.21,120,32.54,1.29,53.54,10202.98,52.62,51.88,61.39,61.72,53.46,90.4,1436.45,44.51,27.29,80,1404.67,0,72.92,1.21,119.91,76.97,82.23,89,-48.82
99_2019_07_01,Yeast - FMX,1/07/2019 13:08,50,41.09,90,2609.3,73,-52.21,120,32.54,1.29,53.54,10202.98,52.62,51.88,61.39,61.72,53.46,90.4,1436.45,44.51,27.29,80,1404.67,0,72.92,1.21,119.91,76.97,82.23,89,-48.82
99_2019_07_01,Yeast - FMX,1/07/2019 13:08,50,41.09,90,2609.3,73,-52.21,120,32.54,1.29,53.54,10202.98,52.62,51.88,61.39,61.72,53.46,90.4,1436.45,44.51,27.29,80,1404.67,0,72.92,1.21,119.91,76.97,82.23,89,-48.82
98_2019_07_01,Yeast - FMX,1/07/2019 13:23,50,41.09,90,2609.3,73,-45.35,120,33.15,1.29,54,10196.5,47.07,51.88,61.39,61.72,53.92,90.75,1385.21,44.51,27.05,80,1353.44,0,72.92,1.21,119.91,76.97,82.14,90,-46.71
98_2019_07_01,Yeast - FMX,1/07/2019 13:26,50,41.09,87,2609.3,73,-45.35,120,33.3,1.29,54,10222.44,50.18,51.88,61.39,61.72,54.08,89.72,1423.48,44.51,27.59,80,1340.47,0,72.92,1.21,119.91,76.97,82.11,90,-46
98_2019_07_01,Yeast - FMX,1/07/2019 13:26,50,41.09,87,2609.3,73,-44.32,120,32.99,1.29,54,10177.04,54.76,51.88,61.39,61.72,54,87.58,1416.99,44.51,27.76,80,1353.44,0,72.92,1.21,119.91,76.97,82.13,90,-46
98_2019_07_01,Yeast - FMX,1/07/2019 13:26,50,41.09,87,2609.3,70,-44.32,120,32.99,1.29,54,10177.04,54.76,51.88,61.39,61.72,54,87.58,1410.51,44.16,27.36,80,1353.44,0,72.92,1.21,119.91,76.97,82.13,90,-46
98_2019_07_01,Yeast - FMX,1/07/2019 13:26,50,41.09,87,2609.3,73,-42.99,120,32.99,1.29,54,10177.04,54.76,51.88,61.39,61.72,54,87.58,1410.51,44.16,27.36,80,1353.44,0,72.92,1.21,119.91,76.97,82.13,90,-46
98_2019_07_01,Yeast - FMX,1/07/2019 13:29,50,41.09,87,2609.3,70,-38.31,120,33.19,1.29,54,10202.98,57.8,51.88,61.39,61.72,54,86.9,1494.16,45.5,27.22,80,1532.43,0,73.15,1.21,119.91,78.51,82.08,91,-42.15
98_2019_07_01,Yeast - FMX,1/07/2019 13:31,50,41.09,87,2609.3,70,-39.41,120,33.51,1.29,54,10158.24,45.99,51.88,61.39,61.72,54.16,86.9,1461.74,45.5,27.19,80,1494.16,0,69.85,1.21,119.91,78.51,82.06,91,-41.79
98_2019_07_01,Yeast - FMX,1/07/2019 13:36,50,41.09,87,2609.3,70,-47.33,120,33.44,1.29,54.08,10215.95,57.78,51.88,61.39,61.72,53.62,86.54,1487.68,45.73,27.39,80,1500.65,0,68.05,1.21,119.91,79.08,82.12,91,-44.25
98_2019_07_01,Yeast - FMX,1/07/2019 13:39,50,41.09,87,2609.3,70,-47.59,120,34.2,1.29,54.08,10247.73,49.29,51.88,61.39,61.72,53.46,87.26,1494.16,45.73,27.26,80,1481.19,0,68.05,1.21,119.91,78.03,82.16,90,-46.36
98_2019_07_01,Yeast - FMX,1/07/2019 13:41,50,41.09,87,2609.3,70,-46.82,120,34.04,1.29,54.08,10209.47,51.53,51.88,61.39,61.72,53.54,87.26,1590.79,46.27,27.05,80,1610.25,0,70.75,1.21,119.91,78.03,82.18,90,-46.36
98_2019_07_01,Yeast - FMX,1/07/2019 13:45,50,41.09,87,2609.3,70,-48.11,120,34.18,1.29,54.08,10190.01,49.32,51.88,61.39,61.78,54,87.58,1622.57,46.27,27.39,80,1635.54,0,69.25,1.21,119.91,78.03,82.24,90,-47.07
98_2019_07_01,Yeast - FMX,1/07/2019 13:51,50,41.09,87,2609.3,70,-50.92,120,34.66,1.29,53.78,10215.95,56.01,51.88,61.39,61.78,53.38,85.83,1629.05,46.27,27.59,80,4077.17,0,69.25,1.21,119.91,78.03,82.19,89,-48.82
99_2019_07_01,Yeast - FMX,1/07/2019 14:01,50,41.09,87,2609.3,70,-49.91,120,36.37,1.29,53.78,10177.04,57.71,51.88,61.39,61.78,53.31,87.26,1622.57,46.27,27.49,80,1629.05,0,70.15,1.21,119.91,78.03,82.24,89,-49.89
99_2019_07_01,Yeast - FMX,1/07/2019 14:20,50,41.09,87,2609.3,70,-50.91,120,38.81,1.29,52.92,10215.95,57.42,51.88,61.24,61.78,52.92,86.9,1616.08,46.27,27.36,80,4884.57,0,70.15,1.21,119.91,78.03,82.29,88,-49.89
99_2019_07_01,Yeast - FMX,1/07/2019 14:34,50,41.09,87,2609.3,70,-52.71,120,41.03,1.29,53.08,10202.98,49.38,51.88,61.24,61.78,52.92,88.29,1635.54,46.27,27.42,80,4461.74,0,70.15,1.21,119.91,78.03,82.39,88,-51.99
99_2019_07_01,Yeast - FMX,1/07/2019 14:43,50,41.09,87,2609.3,70,-55.49,120,42.01,1.29,53.08,10183.53,47.36,51.88,61.24,61.78,52.54,87.26,1642.02,46.27,27.42,80,1610.25,0,69.7,1.21,119.91,75.91,82.49,87,-54.45
99_2019_07_01,Yeast - FMX,1/07/2019 15:06,50,41.09,87,2609.3,70,-58.35,120,45.11,1.29,53.08,10209.47,46.5,51.05,61.24,61.78,51.23,86.9,1667.32,45.86,27.69,80,1597.28,0,69.7,1.21,119.91,75.91,82.79,85,-57.27
99_2019_07_01,Yeast - FMX,1/07/2019 15:18,50,41.09,87,2609.3,70,-60.12,120,46.59,1.29,50.91,10177.04,46.43,51.05,61.24,61.78,50.99,87.26,1686.77,45.86,27.53,80,1590.79,0,69.7,1.21,119.91,75.91,82.91,84,-59.77
101_2019_07_01,Yeast - BRN,1/07/2019 16:06,50,41.09,87,2609.3,70,-63.04,120,48.94,1.29,49.05,10234.76,51.4,51.05,61.24,61.78,48.97,86.9,1635.54,45.57,27.8,80,1507.13,0,69.7,1.21,119.91,75.91,83.37,82,-64.01
101_2019_07_01,Yeast - BRN,1/07/2019 16:06,50,41.09,87,2609.3,70,-63.04,120,48.94,1.29,49.05,10234.76,51.4,51.05,61.24,61.78,48.97,86.9,1635.54,45.57,27.8,80,1507.13,0,69.7,1.21,119.91,75.91,83.37,82,-64.01
101_2019_07_01,Yeast - BRN,1/07/2019 16:06,50,41.09,87,2609.3,70,-63.04,120,48.94,1.29,49.05,10234.76,51.4,51.05,61.24,61.78,48.97,86.9,1635.54,45.57,27.8,80,1507.13,0,69.7,1.21,119.91,75.91,83.37,82,-64.01
101_2019_07_01,Yeast - BRN,1/07/2019 16:06,50,41.09,87,2609.3,70,-63.04,120,48.94,1.29,49.05,10234.76,51.4,51.05,61.24,61.78,48.97,86.9,1635.54,45.57,27.8,80,1507.13,0,69.7,1.21,119.91,75.91,83.37,82,-64.01
101_2019_07_01,Yeast - BRN,1/07/2019 16:06,50,41.09,87,2609.3,70,-63.04,120,48.94,1.29,49.05,10234.76,51.4,51.05,61.24,61.78,48.97,86.9,1635.54,45.57,27.8,80,1507.13,0,69.7,1.21,119.91,75.91,83.37,82,-64.01
101_2019_07_01,Yeast - BRN,1/07/2019 16:06,50,41.09,87,2609.3,70,-63.04,120,48.94,1.29,49.05,10234.76,51.4,51.05,61.24,61.78,48.97,86.9,1635.54,45.57,27.8,80,1507.13,0,69.7,1.21,119.91,75.91,83.37,82,-64.01
101_2019_07_01,Yeast - BRN,1/07/2019 16:06,50,41.09,87,2609.3,70,-63.04,120,48.94,1.29,49.05,10234.76,51.4,51.05,61.24,61.78,48.97,86.9,1635.54,45.57,27.8,80,1507.13,0,69.7,1.21,119.91,75.91,83.37,82,-64.01
101_2019_07_01,Yeast - BRN,1/07/2019 16:15,50,41.09,87,2609.3,70,-65.61,120,44.71,1.29,49.05,10209.47,46.34,51.05,61.24,61.78,48.97,86.9,1654.99,45.25,27.8,80,4134.89,0,69.7,1.21,119.91,75.91,83.52,81,-65.05
101_2019_07_01,Yeast - BRN,1/07/2019 16:38,50,41.09,87,2609.3,70,-69.96,120,33,1.27,49.05,10183.53,55.82,51.05,61.24,61.78,48.51,87.93,1693.26,45.38,28.1,80,1525.94,0,69.7,1.21,119.91,70.46,83.6,79,-68.93
101_2019_07_01,Yeast - BRN,1/07/2019 17:22,50,41.09,87,2609.3,70,-71.17,120,8.02,1.27,47.35,10234.76,57.74,51.05,59.34,59.5,46.66,86.9,2090.14,48.87,28.13,80,1949.42,0,69.92,1.21,119.91,69.11,84.03,78,-70.68
101_2019_07_01,Yeast - BRN,1/07/2019 17:23,50,41.09,87,2609.3,70,-75.94,120,6.06,1.27,47.35,10196.5,47.62,51.05,59.34,59.5,46.81,86.9,2186.12,49.77,27.8,80,2083.66,0,68.42,1.21,119.91,67.8,84.07,77,-72.82
101_2019_07_01,Yeast - BRN,1/07/2019 17:24,50,41.09,87,2609.3,70,-79.95,120,5.15,1.27,47.35,10215.95,50.37,51.05,59.34,59.5,46.81,86.9,2192.61,49.77,27.8,80,4122.57,0,63.69,1.21,119.91,67.8,84.05,77,-74.21
101_2019_07_01,Yeast - BRN,1/07/2019 17:27,50,41.09,87,2609.3,70,-80,120,1.2,1.27,47.35,10177.04,50.37,51.05,59.34,59.5,46.89,86.9,2218.55,49.48,28.1,80,2025.94,0,63.31,1.21,119.91,67.8,84.06,75,-76
101_2019_07_01,Yeast - BRN,1/07/2019 17:28,25,41.09,87,2609.3,70,-80,120,1.22,1.27,47.35,10183.53,50.37,51.05,59.34,59.5,46.89,87.26,2199.09,49.6,28.06,80,2020.1,0,63.31,1.21,119.91,65.95,84.03,75,-76.67
101_2019_07_01,Yeast - BRN,1/07/2019 17:29,25,41.09,87,2609.3,70,-45,120,1.23,1.27,47.35,10011.02,44.16,50.02,59.34,32.98,46.89,87.58,2192.61,49.6,27.73,80,2013.62,0,63.31,1.21,119.91,65.95,84.02,74,-77.03
101_2019_07_01,Yeast - BRN,1/07/2019 17:29,25,41.09,87,2609.3,70,-80,85,1.23,1.27,47.35,10011.02,44.16,50.02,59.34,32.98,46.89,87.58,2192.61,49.6,27.73,80,2013.62,0,63.31,1.21,119.91,65.95,84.02,74,-77.03
101_2019_07_01,Yeast - BRN,1/07/2019 18:18,25,41.09,160,2609.3,70,-45,85,17.9,1.27,7.78,10183.53,36.57,46.3,55.37,34.03,1.21,86.54,3481.19,68.28,25.04,80,3558.37,0,12.52,1.13,84.99,76.46,90.5,83,-45.29
101_2019_07_01,Yeast - BRN,1/07/2019 18:18,25,41.09,87,2609.3,70,-50,85,17.9,1.27,7.78,10183.53,36.57,46.3,55.37,34.03,1.21,86.54,3481.19,68.28,25.04,80,3558.37,0,12.52,1.13,84.99,76.46,90.5,83,-45.29
101_2019_07_01,Yeast - BRN,1/07/2019 18:18,25,41.09,87,2609.3,70,-45,120,17.9,1.27,7.78,10183.53,36.57,46.3,55.37,34.03,1.21,86.54,3481.19,68.28,25.04,80,3558.37,0,12.52,1.13,84.99,76.46,90.5,83,-45.29
101_2019_07_01,Yeast - BRN,1/07/2019 21:44,25,41.09,160,2325.58,70,-50,120,21.54,1.27,8.24,12016.21,34.77,47.3,53.9,49.64,8.63,160.2,2738,58.13,25.07,80,2533.07,0,3.36,1.13,119.91,77.22,43.62,82,-50.24
101_2019_07_01,Yeast - BRN,1/07/2019 21:44,25,41.09,160,2186.05,70,-50,120,21.54,1.27,8.24,12009.73,34.77,47.3,53.9,49.64,8.26,160.2,2718.55,58.13,25.07,80,2789.23,0,-0.69,1.13,119.91,77.22,43.23,82,-50.24
101_2019_07_01,Yeast - BRN,1/07/2019 22:38,25,41.09,160,2186.05,70,-45,120,50.95,1.27,8.24,11996.76,37.69,47.97,56.4,49.64,8.56,160.2,2769.78,57.68,25,80,2520.1,0,-0.69,1.13,119.91,77.22,44.13,82,-50.24
101_2019_07_01,Yeast - BRN,1/07/2019 22:38,25,41.09,134.17,2186.05,70,-50,120,50.95,1.27,8.24,11996.76,37.69,47.97,56.4,49.64,8.56,160.2,2769.78,57.68,25,80,2520.1,0,-0.69,1.13,119.91,77.22,44.13,82,-50.24
